0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
-704.5413,68.82944,4.728955,11.950599,5.6388826,5.8340936,-4.8624907,-4.862799,-8.308453,-4.876191,2.3179216,1.2227511,0.5954945,-4.02567,1.7289727,-0.84978664,-4.325156,-1.9796419,-1.6255349,-0.38703194,-7.3322363,-0.30294082,-1.2871861,-4.5589495,-2.4062345,0.38516727,-5.131937,1.4207472,-4.4241714,-0.03367965,-4.03799,-2.1042743,-2.8853486,-2.8581388,-4.423223,-0.38969848,-1.7169565,-3.3131683,-4.8602934,-2.7604816,calm
-690.9957,65.29337,-3.5145001,14.551637,6.7378373,2.9514792,-4.3670077,-8.268066,-9.742737,-3.7135794,3.773647,-0.9587888,-0.26622173,-5.518914,-0.3622315,0.16217874,-4.5947046,-2.3552375,-0.5806327,-0.10439388,-6.971125,-1.6309108,-1.4904836,-3.8059676,-1.2474344,-0.42407537,-4.197308,0.86163217,-2.7490773,-0.87358093,-4.315182,-3.0117173,-3.8715641,-2.7312014,-4.3512673,-0.6213459,-1.6469698,-3.1889267,-4.620323,-3.8928413,calm
-645.9547,63.116707,-4.388943,12.588354,4.2411594,-2.9022605,-5.671872,-6.6233625,-11.532383,-2.380413,-1.2910125,-6.8026524,1.1827942,-4.6723757,-2.41355,2.1658792,-8.006255,-2.8629196,-2.44791,-2.5724356,-5.8621325,-0.08601374,-3.0173802,-4.740775,-2.6895826,-2.0261836,-5.190275,0.17098092,-4.062399,-1.108164,-2.9269888,-2.694084,-2.6108189,-3.756111,-4.239495,-2.3900452,-2.5107353,-0.79052186,-2.0516572,-0.8185871,happy
-631.407,62.999477,-5.8192096,15.460055,6.526638,-1.5888871,-6.597417,-4.806329,-13.677246,-1.3645011,0.1333665,-6.3668647,3.405448,-3.9404101,-2.185833,3.244837,-7.8401256,-2.765778,0.2946031,-1.7035341,-6.209854,-0.052585613,-3.6594768,-5.5364003,-0.5274121,-1.0415535,-3.5720427,-0.56174326,-3.7607331,-1.1737198,-1.6179535,-3.4460375,-1.6974658,-2.9603076,-3.1057088,-1.6062295,-1.1414213,-2.0415542,-2.3534498,-1.0229889,happy
-656.2289,62.20653,-2.3432074,12.91607,1.8241278,-0.17071326,-5.66999,-7.286775,-13.776977,-3.3122015,2.3617578,-7.0014296,1.9307773,-4.1537447,-0.65423965,1.5832626,-6.7616477,-1.9936144,-0.96404403,-3.3046405,-5.0840487,-1.9697592,-2.4002235,-3.7728615,-2.458455,-0.4478437,-5.1322937,1.2209514,-2.682563,-0.7472867,-2.4842527,-2.3304613,-2.4574773,-3.7256904,-3.6353137,-1.8423868,-1.7079575,-1.1942445,-3.640783,-2.2219522,happy
-652.70056,57.02253,0.41844004,18.289316,2.6309884,0.41835532,-2.5292726,-6.284705,-13.434198,-3.6181445,0.6169872,-4.589428,2.5763223,-4.2168145,-0.7787558,1.1893741,-7.2837725,-2.279134,-1.2412019,-2.563009,-5.554303,-1.4302953,-2.6229513,-4.238898,-2.88714,0.26502198,-6.4183683,0.51259804,-4.0200987,-0.48509246,-3.1079564,-1.9839891,-2.9109612,-2.8654327,-3.793431,-1.8354441,-2.234406,-2.4365897,-4.5005555,-1.9647105,happy
-596.5581,49.15078,-5.9865155,5.6085687,-1.2716352,-1.2067614,-12.03728,-8.81426,-11.101425,-8.968306,-0.68170965,-7.0525794,-1.9013766,-3.7996511,-6.752007,-0.8194761,-7.4246144,-2.9690192,-2.850928,-4.9095936,-5.3434415,-2.9869237,-3.9913344,-4.4437118,-3.3355637,-1.5795552,-1.9772521,2.660265,0.9337824,1.0087048,-2.1869733,-1.4884174,-1.6310318,1.35836,1.2614253,5.331981,2.374424,0.69823664,-1.3422889,-0.69307166,happy
-559.92334,54.875935,-11.518561,5.4953065,2.415871,-1.8642917,-11.11178,-7.596749,-14.508148,-7.4336433,3.2631526,-7.8864737,-1.6498953,-1.9573466,-5.9639144,0.7812489,-7.343446,-5.8790884,-2.509664,-4.6244674,-6.1748896,-4.1182823,-3.4663486,-4.506298,-2.1654794,1.0347384,-4.192087,0.8478882,-0.84736663,-2.3613634,-0.8797832,1.862661,0.8538134,1.2811966,-0.43891165,4.214331,4.243508,5.298574,1.6244532,0.02360175,happy
-517.75696,48.02012,-10.22142,7.83182,-0.17214876,-2.173067,-10.422513,-9.233612,-17.878963,-4.9133816,0.001701714,-9.143921,0.11875597,-3.859673,-6.9721265,1.756447,-9.52507,-3.888266,-2.3510928,-4.7555995,-7.040948,-2.4223065,-4.7687984,-5.4007554,-4.15755,-2.9584835,-5.8547907,-1.7768914,-5.0579515,-1.9315948,-0.27047107,-0.30417794,1.7886645,0.9048306,0.47011435,1.7415196,3.0594888,2.2718923,0.9895154,2.2820184,happy
-539.19855,49.672794,-8.996246,6.914048,-1.1240026,-3.3295467,-9.793234,-9.628174,-17.208342,-7.140059,-1.7678515,-7.01247,-0.28077123,-2.8068933,-7.7615247,0.1462164,-8.591304,-5.6437764,-2.6293614,-3.1393156,-7.9609017,-2.799026,-4.26103,-6.4265094,-4.3829694,-1.7824854,-6.8063836,-1.997509,-4.2050486,-3.0383973,-2.8929281,-1.9656113,-2.9164832,1.3943627,-0.49508145,3.6176724,1.4428008,1.2744665,0.6851513,2.1729784,happy
-680.84985,60.804207,-1.9560479,14.204766,6.8270874,-2.8811657,-2.4629223,-8.663905,-11.039645,-4.4540396,-4.2584863,-1.6950514,-0.8582148,-6.387972,-1.9537022,-1.2930338,-5.4891415,-4.614313,-3.0724862,-0.8519595,-6.8535905,-2.3903997,-2.6138897,-4.9866195,-2.0784771,-1.8319861,-4.5803585,-1.2893417,-2.4387507,-1.9647102,-2.4176555,-2.1967056,-2.562298,-2.313024,-4.5954742,-2.851147,-2.2854683,-2.3775954,-3.7354648,-2.8778954,sad
-699.10425,65.49692,-1.0995516,16.531912,8.523047,-0.46712285,0.17382069,-7.589048,-10.304403,-5.52547,-1.7454495,-2.0158567,-1.7528472,-3.4568088,-0.7095313,-0.8706353,-3.7369146,-2.6888247,-1.6581136,-0.05382508,-6.664607,-1.214281,-1.2996248,-4.4555125,-1.4616959,-1.3804501,-3.9869936,-1.173788,-3.4494605,-1.3179215,-1.7723452,-2.3170862,-2.7698722,-2.0940473,-4.3401756,-0.6747925,-2.1373966,-2.4311147,-3.6492739,-2.9265244,sad
-735.524,60.409447,-3.4439847,14.033259,6.5901713,-1.7684734,-1.7315749,-7.569149,-10.976078,-3.8221762,-0.99658245,-1.3543684,-1.2844803,-3.3658488,-2.715014,-0.26771283,-4.574277,-6.213155,-0.69742644,-0.47674015,-6.2065663,-2.1382196,-2.939739,-4.4928765,-1.7348641,-0.748822,-3.0107005,-0.031293213,-3.267682,0.20130132,-2.551265,-3.5863094,-1.8061376,-1.4017278,-3.150946,-0.85494024,-0.8466941,-2.1212246,-4.2328987,-2.810549,sad
-711.7862,59.567207,0.7109446,15.603702,6.0233517,-0.16229174,1.2461175,-7.515769,-12.228474,-3.9741051,-2.3960714,-2.4673657,-0.061852913,-4.0664105,-2.5834794,1.8483773,-3.204465,-4.295267,-1.6605687,-0.15550284,-6.558676,-2.0219188,-2.0046186,-3.6405716,-2.0240939,-0.6536506,-4.3962793,-2.326939,-2.3781288,-0.048180252,-1.7871207,-1.6162741,-2.040626,-2.5005493,-4.1262007,-1.6679647,-2.1401134,-1.6500775,-2.724934,-2.540101,sad
-669.9195,62.426224,0.9023568,16.833582,7.8117805,-1.8475597,-0.9106538,-7.4858384,-9.419271,-1.5074193,-2.4400961,-2.6243286,-0.14111505,-5.0964046,-1.4083332,1.0472516,-4.976098,-3.1020348,-2.5746925,-0.2124865,-4.985165,-1.1165181,-2.3370655,-4.951367,-1.9474236,-0.9107227,-3.5464272,0.5509279,-1.7560192,-0.2176517,-2.8030016,-0.98166376,-3.1020756,-1.8044022,-3.9783862,-1.3351362,-2.0891225,-2.7066138,-2.7705097,-3.2692454,sad
-627.47046,50.890545,-4.893386,10.5070715,3.70411,-3.614306,-8.667972,-7.1464243,-15.135483,-4.4346023,-2.204541,-6.959076,0.3311611,-4.9061937,-5.1069,1.2198784,-9.079948,-3.438987,-0.71518165,-2.6802902,-6.508208,-2.0350778,-7.142914,-3.9023407,-3.8008106,-1.4843085,-4.6747246,-2.2811418,-2.6084309,-1.3512278,-2.8481915,-2.9721007,-3.4253356,-2.0002363,-3.797895,0.84204733,-0.5816504,-1.763648,-3.2373376,-1.8475769,sad
-620.26776,54.993256,-5.729505,13.725473,3.938453,-2.7418923,-6.817739,-9.286634,-18.480108,-4.8934646,-2.2725978,-7.2611017,0.36146027,-5.5815153,-3.7963617,1.4492879,-6.7737675,-4.5630636,-2.9172275,-2.5519502,-7.45639,-3.9012806,-2.6990047,-5.993997,-4.718185,-1.0670394,-6.8134446,-1.4748894,-3.5664756,-1.7581861,-3.5198383,-2.5312297,-3.3879826,-2.7632644,-4.0435085,-2.3384302,-0.74581206,-0.55604285,-0.5773485,-0.2586576,sad
-605.889,50.817352,-4.1009364,13.333532,2.3143535,-3.1249647,-6.993569,-8.87111,-15.973221,-3.8517964,-1.3603264,-6.091596,0.43329084,-6.3970013,-3.9711168,1.3659232,-8.027186,-4.431018,-2.8663046,-2.696596,-6.9606113,-2.193946,-2.6860867,-5.6876087,-3.2862215,-1.1399783,-6.026377,-0.12951241,-4.88883,-0.8842401,-3.4908144,-2.65778,-3.8965364,-3.1268613,-4.040146,-2.0136974,-1.522867,-2.4442968,-3.1450262,-2.0068533,sad
-546.11554,42.51581,-6.0192423,12.6451235,-1.4078629,-2.7939103,-4.3140874,-1.4580282,-12.457061,-4.777245,-0.857797,-4.7668257,-0.71025306,-4.609967,-3.2813585,-1.8005248,-6.18577,-1.8774034,-3.9400194,-3.3581946,-5.3014326,-2.5743818,-4.3118854,-4.018485,-3.3378503,-1.2581084,-4.907689,1.2684873,-2.2783723,-0.80564266,-0.004996568,-0.37682205,-2.180929,-1.7019653,-2.4888475,-0.0113326665,-1.4032639,-0.35782462,-3.639842,-1.2372742,angry
-526.2785,40.100624,-5.4062862,8.086062,-3.3844347,-3.6563706,-7.031596,-8.578679,-13.11133,-6.5697446,-4.4982853,-6.6619687,-3.4727755,-4.738382,-4.606366,-3.0088398,-8.439079,-1.8164217,-5.5824895,-4.278462,-4.575552,-2.6692264,-2.171144,-1.252408,-2.1854558,-0.1948314,-3.195468,-0.24041545,-3.1039457,-2.026395,-1.5038778,-2.121489,-2.3838913,-1.9714514,-2.3535914,1.3928297,-0.05019556,2.616015,-0.3979351,0.9519607,angry
-570.9829,45.415054,-1.5627908,11.880343,-0.43858105,-1.7890217,-5.26024,-6.6141477,-13.445087,-4.125199,-3.6815126,-4.4055014,-1.00225,-5.3523436,-2.279462,-0.53929013,-7.7281785,-2.7330332,-2.1579263,-4.411282,-6.29179,-2.2329094,-3.3744183,-4.8526344,-3.4208858,-2.0247192,-5.086844,-1.1211251,-2.6697435,-1.895064,-1.1248155,-1.2965949,-0.862738,-0.9296032,-2.4659154,0.10139814,-0.96924704,-0.5552419,-2.2148893,-0.42084497,angry
-530.8293,44.267376,-2.8641322,8.589871,0.015043081,-3.485092,-4.3523192,-6.577349,-15.150324,-4.9910274,-2.5813367,-5.7878017,0.28295928,-5.1922507,-4.453048,0.8558478,-9.178659,-1.5052664,-1.677099,-4.9166193,-6.244284,-0.67234004,-4.3921237,-3.5940738,-3.1583793,-2.6730018,-5.671567,-1.450724,-3.175779,-1.2181952,-0.95413333,-1.0732784,-0.0077915546,-1.9873587,-2.8056288,0.64199287,-1.1474907,1.1019417,-1.5296249,-1.3826662,angry
-349.08368,29.868893,-20.021608,0.8248057,-11.38768,-4.3352494,-12.86241,-13.475211,-13.617985,-8.423022,-5.636474,-4.9704933,-7.1078973,-5.8093753,-4.056468,-0.631096,-7.564867,2.171447,2.108309,3.722977,3.2258105,4.7295957,4.0918665,1.0243081,0.23702219,0.75426507,-2.066558,2.6573062,1.9146106,-0.8550902,-0.15549654,-0.5012183,1.451319,0.6154204,-2.5758975,2.2645822,1.8249748,1.4175379,-2.3733199,-0.6118676,angry
-368.34802,22.302996,-18.730824,3.21249,-10.238885,-5.397993,-12.250565,-7.9842367,-16.876492,-9.074471,-4.798123,-8.329525,-4.8784604,-3.6864953,-5.4892464,-2.8691874,-11.641941,-5.522494,-5.952679,-7.753604,-6.256075,-0.91655165,-1.4647336,2.115928,4.550564,4.478769,0.77641636,3.551759,-2.4011989,1.3699533,3.343915,2.6052082,-1.0270329,-0.17769684,-2.453965,2.318348,1.351753,1.5629339,-2.0617077,-0.05951154,angry
-401.70172,29.973305,-15.743985,4.878529,-6.717307,-3.9170728,-11.36485,-9.566884,-16.95793,-6.610147,-4.1125803,-8.695933,-3.1835454,-4.6224856,-4.600551,0.7558453,-10.059574,-1.7282207,-3.3801801,-4.4892282,-2.8992388,0.16110234,-2.3728034,0.5684452,0.20568447,1.6138316,-0.17397562,0.828835,-1.2965841,1.0279695,0.7766594,1.1308051,-1.1112493,0.010651359,-0.99575365,2.960026,1.7003624,3.2739136,0.45597404,1.7335237,angry
-303.9083,22.274927,-20.23263,-3.011253,-10.557668,-6.5886765,-16.995613,-11.742131,-16.091637,-9.435908,-2.4795759,-8.391646,-6.0200577,-4.359417,-3.5774784,-0.6303806,-5.4185505,1.6945267,4.609443,1.3603204,0.15027952,2.1103752,1.1854314,1.6117939,0.37221387,-1.1646575,-4.1379523,-0.79901314,-1.5553904,-0.49776483,-1.9564699,-1.5692507,-0.9722479,-0.04008301,-1.3899647,1.1860384,0.5977544,2.134325,-1.3750238,-1.5130705,angry
-595.331,57.99092,2.2590282,14.343323,8.518202,-2.4230087,-4.1882496,-8.528271,-12.255306,-1.40471,-2.2603824,0.5045406,3.646284,-3.5877786,1.6058428,5.1781497,-4.026674,-1.867806,-0.8099244,-1.5359601,-4.995076,-0.2191641,-2.8903966,-3.685903,-1.5705137,0.053839553,-3.1283846,1.277672,-3.8782165,-0.6429869,-1.7044729,-1.2452906,-2.5694861,-1.3015617,-4.107655,-1.7007097,-0.37234682,-0.38258135,-1.0152999,0.3518029,fearful
-603.3856,55.155254,-6.0278053,9.1299,4.3948555,-4.0410967,-8.073682,-12.255184,-16.346151,-4.0777426,-3.4491825,-6.1606865,-0.26365215,-6.3455257,-1.8471318,2.6649177,-7.4117484,-4.230755,-2.417798,-3.1686304,-5.9764423,-1.5553848,-4.499355,-4.88773,-3.3555994,-1.8607132,-5.567126,-0.70503145,-3.5961835,-2.6195145,-3.9615252,-1.4583101,-2.6111455,0.9732324,-1.0139613,1.4509816,1.6996872,1.526663,-1.6267315,0.49258375,fearful
-622.86993,61.635395,7.414828,18.84099,10.033153,3.9887211,-1.0351886,-5.5802426,-8.488827,0.32115105,0.07606086,0.36447477,2.7944245,-1.8873303,1.267624,4.298476,-1.9931768,-1.2692256,1.0654194,2.4415238,-5.5531473,-0.24713232,-1.4824362,-3.1035585,-2.840875,0.025208836,-3.4914026,0.77969563,-2.5747063,-1.0991094,-1.8329136,-0.71047574,-2.5714238,-1.6788384,-3.8463929,-1.6325276,-0.7567694,-1.2185651,-3.2990148,-2.5086896,fearful
-624.02625,60.417797,-3.3307757,15.390852,6.7717657,-0.058078744,-3.9153352,-10.592282,-10.528063,-0.6648739,-0.9012809,-1.2349014,0.28941727,-3.5106444,1.0571543,0.69311583,-2.8063743,-3.3917427,-0.10423966,1.6339123,-6.811923,0.42606482,-2.8119466,-3.5547352,-2.1343184,-1.5253236,-4.893584,0.32807443,-3.7281196,-0.9927107,-2.518085,-0.55002403,-4.2455535,-2.3237643,-4.661148,-1.0076448,-0.62481344,-2.1281838,-3.3184047,-2.979138,fearful
-439.20685,52.212185,-12.541273,5.1477275,1.791493,5.8628416,-5.597445,-12.138769,-14.728991,-1.950158,2.1356726,-3.671966,-0.5904329,-2.2781022,0.31054232,8.699083,-1.9645848,-4.096484,-1.3092285,-2.367704,-4.4178214,1.5067977,-1.0958495,1.5641403,1.3115577,4.933649,0.6748685,4.724291,2.917543,1.8357636,5.5361724,4.8452115,2.3745332,2.6653996,-3.0604427,1.88237,3.3590467,4.254038,0.14801039,0.985035,fearful
-404.05585,42.662426,-17.537214,-3.219983,1.9150127,-0.23162158,-11.389852,-15.012191,-17.222418,-7.2708745,-4.490682,-9.206504,-6.413215,-5.216007,-3.0066345,2.962826,-8.640421,-6.7894173,-1.7208637,-3.2170434,-6.2140307,-1.6123477,1.0307355,3.700064,4.824219,8.004292,2.9441438,4.8439283,2.983705,4.5741735,6.5603213,4.635127,0.7093702,-0.3981544,-2.4476573,2.3681574,2.9144504,1.2736137,-2.66686,-1.348087,fearful
-369.5954,39.190083,-15.472043,-0.9504297,-5.7813573,-1.2099698,-10.114829,-18.269136,-17.822474,-9.481161,-3.801051,-7.896282,-7.8260264,-7.357436,-6.4318633,4.932757,-8.499139,-5.6608005,-2.0881393,-3.1699219,-4.2608457,-0.17502931,0.1645254,3.1027417,6.2341805,10.829424,5.450961,6.4818625,0.63925916,0.5629176,2.0535705,3.4935126,3.2785137,0.965526,-2.8506773,2.2083957,3.8014696,3.0016024,-0.44507882,-0.47238886,fearful
-427.11377,45.139057,-15.43668,-1.130169,-0.72275865,1.9657457,-13.529376,-15.487787,-17.104061,-9.546004,2.3383808,-7.459708,-7.364611,-6.084675,-3.9567213,3.9811196,-8.482471,-6.4705153,-0.91892445,-4.22819,-6.169354,-1.3125002,-0.109927796,1.690946,2.8623557,7.3421116,4.1328077,7.1020026,5.079867,3.8000553,4.276091,3.1120718,1.4151773,2.0111406,-1.1716976,4.641068,1.3780836,1.2335997,-1.8168843,0.9022597,fearful
-647.6113,63.878662,-3.163664,11.068918,3.8989284,0.4962615,-7.21009,-7.302176,-13.785376,-4.5310864,-0.6824675,-7.2989683,-1.6489207,-7.179773,-0.8491597,-2.798668,-6.2174635,-3.0482035,-3.925734,-1.6746459,-5.5525784,1.0549916,-5.7381153,-2.761598,-2.0415325,-1.6022339,-3.5071228,-0.23445888,-2.8969069,0.6852915,-1.7336768,0.7008208,-1.9596636,-0.16590452,-2.2221973,-0.515246,-1.7348306,0.46847945,-3.3283143,-1.1672829,disgust
-626.5222,52.807503,0.27268866,4.734688,3.4398108,-0.42759264,-9.445805,-6.7852263,-13.305903,-4.895432,-0.5622916,-6.350318,-3.3224087,-4.3167896,-1.7614679,-2.4416623,-5.258925,-2.4614882,-1.5112718,0.076832786,-4.654416,0.89369845,-5.9251413,-1.7661024,-2.1624978,-1.356862,-4.500724,0.35801977,-1.9119575,1.2816257,-2.0543118,0.5899409,-2.0847003,-0.8968078,-1.2898805,1.676243,-0.1384586,1.451395,-1.6453706,-1.0727853,disgust
-667.50525,71.2468,1.9786966,12.600777,1.8061317,3.4382744,-4.8249874,-12.12367,-8.451324,-2.0306573,-2.5171847,-3.023269,-0.99177164,-6.3008237,-2.597501,0.02866237,-5.345963,-2.219458,-1.0776552,-3.3449194,-8.4867935,0.35205674,-3.0753179,-3.540869,-4.0989103,-1.8632202,-3.9262097,-1.4218084,-2.1970322,-1.3414968,-4.0466437,-1.8206972,-4.243977,-1.8164916,-4.330599,-1.2720864,-1.8382078,-2.3683424,-5.497893,-2.317245,disgust
-669.2902,54.79244,-0.9016661,10.555701,-0.16137548,3.6259096,-5.3917437,-10.095323,-7.4466414,-1.4052049,0.10079657,-3.9632685,-0.50473034,-6.327925,-1.3125443,0.10069236,-5.976767,-2.5035083,-1.3738911,-1.8358134,-5.817447,-1.7044365,-3.4166613,-3.4657118,-4.1697435,-1.2084067,-4.2910323,-0.61377645,-1.8928219,-1.7533404,-3.162863,-1.6752282,-3.6169813,-1.8080153,-4.4229794,-2.0862405,-1.9744048,-0.5954541,-3.2481759,-1.6091489,disgust
-489.86877,43.94528,-6.9385076,-5.690658,-9.426028,-1.937155,-11.578997,-17.378063,-13.903124,-6.911768,-3.551647,-4.3722687,-7.017699,-6.183674,-5.9362373,-5.4587617,-5.822812,-2.1498191,-5.210937,-4.460036,-7.968783,-1.9645337,-2.4783404,1.2761226,0.9438893,0.44711214,-0.12261625,3.6075065,1.3534555,2.5841851,1.418513,3.5464363,0.60735524,2.4995604,1.5689567,1.800882,0.45666176,1.035426,-1.7960598,-0.64703166,disgust
-491.2605,35.171394,-9.034343,1.8999577,-8.664879,-6.350329,-18.34103,-15.881719,-9.584089,-5.861493,-4.5087137,-5.8916154,-6.898971,-8.617668,-2.5701342,-0.97728485,-8.397288,-1.0111675,-6.229877,-5.1835065,-5.096695,-3.061449,-1.1294765,-0.9853394,-1.9971795,0.579072,-3.2972758,-0.7036099,-2.8183727,1.6987898,0.44396308,2.709638,0.63978815,0.9217471,-0.04116149,2.657785,0.5815379,-0.15138853,-3.419361,-1.5459812,disgust
-520.7532,43.31225,9.500733,-0.627845,-7.164327,0.42984325,-12.050826,-15.976675,-5.460499,-8.713773,-8.803647,-2.9774518,-7.6639447,-11.013116,-5.0436673,-4.7859716,-12.482885,-4.9689245,-5.3228393,-5.3893027,-8.165277,-3.8765547,-6.901708,-3.9114811,-4.4145103,0.66009635,-4.2276177,3.74551,-0.040333286,2.4615822,0.09360223,0.610485,-2.8957632,0.976612,-0.5681109,2.2436674,0.59830344,1.7873513,0.19910179,1.1095932,disgust
-501.00818,42.18049,-0.9575306,-0.44900617,-4.0120096,-1.8501682,-13.47077,-15.385603,-8.406136,-5.512526,-6.51612,-6.038744,-7.158529,-6.448777,-5.271059,-0.8727275,-7.682081,-2.8911142,-3.9350657,-3.3940437,-6.0231767,-3.1048758,-3.9174707,-3.5890183,-4.631531,-1.4739141,-4.2594867,-0.23263139,-0.50686854,1.886712,0.67749655,1.4485202,-0.72883284,0.12740597,-0.14745548,2.9691937,0.3945331,0.19132268,-0.94880444,-0.5505366,disgust
-660.50183,52.980663,-0.44145453,8.232829,4.511838,-2.5249937,-6.0312376,-6.618407,-9.726553,-5.8924103,-0.25972414,-5.319383,-0.8095199,-4.919111,-4.579843,0.08633153,-8.32308,-3.822729,-2.689615,-3.0362494,-5.6088424,-2.9705164,-4.549024,-5.6637163,-2.3029141,-1.7725822,-5.6478586,-0.41479418,-3.9923618,-1.8855516,-3.3631752,-3.542042,-0.99678653,-1.693185,-2.3293989,0.3531762,0.28498256,0.22303024,-2.0682507,-1.5033478,surprised
